,text,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
197,be right back going to grab something to eat,4,neutral,0.89492553,0.00950343,0.0035345375,0.0021813433,0.061886363,0.89492553,0.009492029,0.018476782
198,are you still up for tonight,4,neutral,0.8364247,0.0059080017,0.0034729696,0.0025270605,0.0074399062,0.8364247,0.031034755,0.11319264
199,cant talk now i am in a meeting,6,surprise,0.4322777,0.025550172,0.0017628807,0.00815121,0.044348244,0.13045904,0.3574507,0.4322777
200,what are you doing later movie and hangout,4,neutral,0.8074443,0.007641076,0.0018142103,0.0043053105,0.028283112,0.8074443,0.014526206,0.13598579
201,for real thats really crazy,6,surprise,0.94107395,0.017734004,0.0047612633,0.0036151975,0.0073780185,0.016726712,0.008710811,0.94107395
202,no i am going to stay home tonight,5,sadness,0.96510243,0.00094896957,0.0013286094,0.001670305,0.010661609,0.0131847765,0.96510243,0.0071032536
203,going to the gym are you coming,6,surprise,0.5599105,0.013975277,0.006311347,0.011360477,0.016577654,0.36823314,0.023631655,0.5599105
204,what the fuck that is messed up,0,anger,0.83653504,0.83653504,0.12243478,0.002526061,0.0017831632,0.008168662,0.014445917,0.014106406
205,no that guy is really suspicious,2,fear,0.83679163,0.013286434,0.010552695,0.83679163,0.0018157398,0.03871078,0.004474637,0.0943681
206,please do not be late this time,4,neutral,0.76357037,0.029445143,0.006313761,0.016491342,0.0030489885,0.76357037,0.14339927,0.03773114
207,hey did you see the news about that,6,surprise,0.888437,0.0063258735,0.0018603125,0.0016746764,0.020667085,0.073647745,0.007387345,0.888437
208,i am going to be late the train is delayed,5,sadness,0.94569695,0.032571692,0.0006624729,0.004869726,0.00272841,0.004175951,0.94569695,0.009294786
209,no problem let me know if you need anything,4,neutral,0.8758147,0.03049766,0.004858879,0.019517573,0.01187907,0.8758147,0.035568394,0.021863649
210,talk to you later got some work to finish,4,neutral,0.7645633,0.0072996146,0.0028950192,0.0024456752,0.106672235,0.7645633,0.030393634,0.08573054
211,laughing my ass off i cannot stop laughing at this,3,joy,0.8821841,0.032349773,0.0027910916,0.0012765337,0.8821841,0.018485172,0.037403133,0.025510196
212,wait a second let me check that for you,4,neutral,0.9513667,0.009811376,0.004113503,0.007895627,0.0028708207,0.9513667,0.005201512,0.01874054
213,that quiz was brutal as fuck for real,0,anger,0.86568516,0.86568516,0.09666898,0.022142958,0.0007871459,0.0059571816,0.006122998,0.0026355768
214,no i am not in the mood today,5,sadness,0.96305084,0.0013516555,0.002735943,0.0050209155,0.006073605,0.018343743,0.96305084,0.0034232852
215,where are you i have been waiting for you forever,4,neutral,0.6677568,0.006205786,0.0009965438,0.004859153,0.03100736,0.6677568,0.09916418,0.19001023
216,i know this class is really boring,5,sadness,0.9884653,0.0047091255,0.00056246953,0.00043207564,0.003179531,0.001298519,0.9884653,0.0013528608
217,this party is boring not gonna lie,5,sadness,0.67915434,0.09509155,0.10107368,0.002797398,0.007477799,0.10480908,0.67915434,0.009596197
218,oh my god that is insane,6,surprise,0.86085165,0.019746061,0.06892154,0.011929875,0.0017053484,0.011123617,0.025721956,0.86085165
219,what are you doing tomorrow lets catch up,4,neutral,0.73524153,0.01513306,0.0041880794,0.004955002,0.051284235,0.73524153,0.040209856,0.14898825
220,that was savage laughing out loud,0,anger,0.85673726,0.85673726,0.12259383,0.0052065523,0.0007411141,0.006072837,0.005216277,0.0034321377
221,hey are you awake i need to talk,6,surprise,0.54800147,0.011327008,0.0016858215,0.009457376,0.048831332,0.36076334,0.019933734,0.54800147
222,please send the document by the end of the day,4,neutral,0.9388711,0.011893061,0.0047842055,0.002928118,0.0043166257,0.9388711,0.015392816,0.021813981
223,bye for now i ve got to run some errands,5,sadness,0.8789234,0.001819059,0.0033605027,0.0018726162,0.04540805,0.057854548,0.8789234,0.010761784
224,seriously this is taking forever,4,neutral,0.63935876,0.07147405,0.03310274,0.01166758,0.004423343,0.63935876,0.15770486,0.08226866
225,talk to you later i need some time for myself,4,neutral,0.47693172,0.007267909,0.0037688192,0.0050113164,0.25495017,0.47693172,0.22994551,0.022124575
226,no this weather sucks,5,sadness,0.7924835,0.032773253,0.104228765,0.00617789,0.0057266937,0.04310476,0.7924835,0.015505169
227,are you coming to the game tonight,4,neutral,0.5768307,0.006109368,0.0034616292,0.0064009153,0.048599962,0.5768307,0.058560804,0.30003667
228,that movie was really cool,3,joy,0.9301413,0.002447577,0.0010142069,0.002001926,0.9301413,0.017371586,0.006392346,0.040631108
229,give me a second be back later,4,neutral,0.93705857,0.010134369,0.0042804684,0.002842286,0.014744219,0.93705857,0.013123765,0.017816318
230,no i am not going out tonight,5,sadness,0.9201796,0.0023006464,0.006983389,0.0061834627,0.003756206,0.042398416,0.9201796,0.018198254
231,cant believe you did that shaking my head,2,fear,0.98191404,0.002680952,0.000646132,0.98191404,0.0015544816,0.0010788138,0.0009169018,0.011208674
232,for real that was really crazy,6,surprise,0.9486983,0.022514319,0.005056624,0.004611755,0.0050835083,0.010307376,0.0037281918,0.9486983
233,this coffee is amazing not gonna lie,6,surprise,0.5746484,0.009767823,0.0042401594,0.006422904,0.27112833,0.1272998,0.006492631,0.5746484
234,i don t care do what you want,0,anger,0.66617256,0.66617256,0.010084105,0.005025944,0.26022673,0.029142033,0.025795525,0.003553138
235,shaking my head this is really bad,2,fear,0.5021349,0.037740413,0.08046735,0.5021349,0.0052515026,0.018045543,0.18425919,0.17210111
236,talk to you later i m going to take a nap,5,sadness,0.48058012,0.0024768251,0.0023617474,0.002567582,0.21208027,0.2650389,0.48058012,0.03489463
237,oh my god this meme is hilarious,6,surprise,0.57444453,0.006703203,0.0043654214,0.0030218398,0.3952251,0.011355247,0.0048846602,0.57444453
238,no that isn t working for me,5,sadness,0.8122116,0.022935526,0.030126346,0.012693159,0.0033580936,0.09770918,0.8122116,0.020966107
239,got to go let me know if you need something,4,neutral,0.7488262,0.017426306,0.008482484,0.008280982,0.035193175,0.7488262,0.091286466,0.09050439
240,whats up are you free later,4,neutral,0.48679966,0.01638269,0.0035519246,0.0031435117,0.046125926,0.48679966,0.026616998,0.41737923
241,no this is not what i expected,6,surprise,0.93477964,0.006646097,0.004363214,0.005779793,0.0025581766,0.037220225,0.008652873,0.93477964
242,that exam was really tough shaking my head,2,fear,0.9913635,0.0014257039,0.00069247454,0.9913635,0.0013525931,0.0005563366,0.0007904629,0.0038188545
243,see you later going to relax at home,3,joy,0.8253127,0.0018781001,0.0013570809,0.00047255857,0.8253127,0.121479526,0.023587123,0.025912963
244,be right back got to finish this assignment,4,neutral,0.8269432,0.008457776,0.0031379536,0.0014254897,0.06920564,0.8269432,0.026812805,0.06401707
245,be right back got to grab some food,4,neutral,0.7436823,0.009842204,0.0046518776,0.002441602,0.13246095,0.7436823,0.03168245,0.07523864
246,talk to you later got to leave,4,neutral,0.74873716,0.00805857,0.0059762737,0.0053678136,0.043721113,0.74873716,0.062007386,0.12613168
247,shaking my head people these days for real,2,fear,0.52891463,0.015168616,0.0089516705,0.52891463,0.0038472326,0.033885412,0.007366264,0.4018661
248,hey have you seen the news,6,surprise,0.6115672,0.0084859785,0.0016133195,0.0028318823,0.11854588,0.2420485,0.014907197,0.6115672
249,you have to see this meme laughing my ass off,4,neutral,0.598382,0.07882995,0.054305874,0.0036094107,0.08333776,0.598382,0.0069008255,0.17463411
250,this homework is killing me right now,0,anger,0.58585685,0.58585685,0.13487716,0.028811842,0.001948887,0.04136181,0.20179917,0.005344294
251,whats up want to hang out later,4,neutral,0.5156813,0.00909615,0.005005527,0.0035521728,0.24835429,0.5156813,0.087560244,0.13075025
252,no that is not my thing brother,4,neutral,0.7100848,0.06779565,0.12386071,0.017075019,0.004905919,0.7100848,0.029940046,0.046337787
253,on my way be there in minutes,4,neutral,0.72046906,0.0044835154,0.0019259453,0.0023869434,0.021381918,0.72046906,0.019636981,0.2297156
254,laughing out loud that was crazy,6,surprise,0.5517069,0.12877293,0.040554073,0.015073111,0.07430735,0.14936623,0.04021942,0.5517069
255,are you still up for tomorrow,4,neutral,0.7802817,0.0060941568,0.0035343496,0.0026842393,0.012315558,0.7802817,0.035517037,0.15957294
256,tonights party is going to be insane,6,surprise,0.48298442,0.21601543,0.09259933,0.078257926,0.016278377,0.072501995,0.041362565,0.48298442
257,cant wait for the weekend,4,neutral,0.8092075,0.0034128365,0.0014883662,0.0031131248,0.10063524,0.8092075,0.05589735,0.026245581
258,wait a second let me check something,4,neutral,0.9373998,0.013414908,0.007756689,0.016959842,0.003309418,0.9373998,0.0063689905,0.014790305
259,for real that test was brutal as fuck,0,anger,0.74404645,0.74404645,0.15998691,0.062579274,0.001135107,0.0073999558,0.020212697,0.0046394914
260,no i am not ready for that,4,neutral,0.3303674,0.010662274,0.01455079,0.2577214,0.009984763,0.3303674,0.32305247,0.05366091
261,oh my god this traffic is bullshit,1,disgust,0.4852214,0.21775387,0.4852214,0.012754374,0.0031307647,0.009477121,0.024101326,0.24756108
262,what are you doing want to grab coffee,4,neutral,0.7803479,0.013791945,0.003931358,0.006588301,0.016275888,0.7803479,0.03277789,0.14628664
263,that event is going to be fire,6,surprise,0.31918785,0.26467985,0.011883746,0.09859473,0.007274959,0.25098398,0.047394805,0.31918785
264,going to sleep soon i am really tired,5,sadness,0.9563185,0.0019573655,0.00047679534,0.0035508138,0.003420013,0.006945277,0.9563185,0.027331222
265,please let me know as soon as possible it s kind of urgent,4,neutral,0.42014435,0.04135872,0.0035271288,0.0925765,0.012200029,0.42014435,0.3719732,0.058219977
266,dude you ve got to be kidding me,6,surprise,0.27152723,0.18270606,0.15973343,0.0100292545,0.065909475,0.2331664,0.07692806,0.27152723
267,shaking my head this wifi sucks,5,sadness,0.8071707,0.053383946,0.03410621,0.022094496,0.003999776,0.012600355,0.8071707,0.066644475
268,no fam that isn t happening,4,neutral,0.40109807,0.011637588,0.014098531,0.0051784264,0.007500449,0.40109807,0.30182672,0.25866023
269,bro this day is too long,5,sadness,0.4127766,0.0068249935,0.009028862,0.003964411,0.0063664713,0.31408396,0.4127766,0.24695465
270,let me know if you need help no problem,4,neutral,0.5021298,0.086271025,0.01915807,0.14638671,0.0071858703,0.5021298,0.22850803,0.010360538
271,yep the meeting is at am,6,surprise,0.44610825,0.007083181,0.002937628,0.0068862974,0.054869186,0.41955248,0.062563,0.44610825
272,no that excuse is not working,4,neutral,0.42746207,0.11257622,0.070291065,0.014033552,0.0033734918,0.42746207,0.36187017,0.010393358
273,for real that was the best vacation,6,surprise,0.5597331,0.006555603,0.0008952251,0.0023158658,0.35385212,0.06541789,0.011230189,0.5597331
274,going to be late stuck in traffic,5,sadness,0.87445486,0.012702729,0.0032816238,0.0037636415,0.0037531944,0.033155818,0.87445486,0.068888195
275,i don t know that s kind of risky,2,fear,0.939788,0.010016263,0.0006987082,0.939788,0.021688286,0.0034957917,0.013209695,0.011103362
276,cant believe you did that laughing out loud,6,surprise,0.94604445,0.012289142,0.0029465707,0.0030439545,0.010784721,0.018778047,0.006113094,0.94604445
277,by the way do you have the documents for the meeting,6,surprise,0.6480877,0.009491823,0.004050139,0.001994798,0.0070399097,0.3160647,0.013270928,0.6480877
278,that s so over the top laughing out loud,3,joy,0.72589296,0.0066930135,0.0037862773,0.0010571516,0.72589296,0.15792567,0.017818997,0.08682591
279,whats up do you want to study tomorrow,4,neutral,0.5676333,0.023772301,0.0028185567,0.013331328,0.022342393,0.5676333,0.025232812,0.34486938
280,no the food was really bad,5,sadness,0.61433613,0.01864866,0.15685408,0.027303383,0.009493767,0.08783387,0.61433613,0.08553012
281,this conversation is amazing as fuck not gonna lie,6,surprise,0.61414635,0.036813498,0.03950356,0.009236895,0.16490497,0.13028203,0.0051127123,0.61414635
282,tomorrows deadline shaking my head i m not prepared,2,fear,0.99365467,0.0010049943,0.00024779903,0.99365467,0.0008362628,0.00032582218,0.0024738915,0.0014565436
283,talk to you later got something to handle right now,4,neutral,0.8708333,0.0092786355,0.0037129656,0.003405864,0.025733292,0.8708333,0.015217943,0.07181803
284,bro that was really savage,0,anger,0.67369026,0.67369026,0.24837449,0.033343684,0.0013521463,0.011720855,0.015227604,0.016290985
285,give me a break that is too much,5,sadness,0.61772966,0.01284506,0.01871384,0.003648161,0.006084551,0.30338255,0.61772966,0.037596222
286,to be honest i am not feeling this project,5,sadness,0.9173612,0.009814151,0.036999777,0.002695159,0.006727951,0.019050749,0.9173612,0.007351059
287,ready for the game hit me up later,4,neutral,0.8634679,0.0076447926,0.0015269744,0.0062627154,0.033724394,0.8634679,0.0103572905,0.07701596
288,hey that differential equation is really difficult shaking my head,2,fear,0.9924167,0.0013846591,0.00067361415,0.9924167,0.0009351877,0.0007528413,0.0010562745,0.002780618
289,got to go calculus has me stressing out,5,sadness,0.5429262,0.051428635,0.00720137,0.02041435,0.044997364,0.19884107,0.5429262,0.134191
290,wait a second did you finish the fourier series problems,4,neutral,0.8557761,0.032940377,0.006719488,0.01410339,0.0020430593,0.8557761,0.025185304,0.06323236
291,for real that laplace transform question was brutal,0,anger,0.55335486,0.55335486,0.07793388,0.32232866,0.001184181,0.003165801,0.033807088,0.008225551
292,no fam this statics problem has me completely stuck,4,neutral,0.49866295,0.08296,0.02553368,0.016768828,0.0068816678,0.49866295,0.33263648,0.036556415
293,hey give me the notes on the triple integrals,4,neutral,0.70527333,0.013485374,0.0029068757,0.004896538,0.16886942,0.70527333,0.01724003,0.08732839
294,that matrix determinant is secretly very tricky,4,neutral,0.63029695,0.056601048,0.089447774,0.16771403,0.009319602,0.63029695,0.02404927,0.022571389
295,for fuck s sake the eigenvalue calculation isn t working,0,anger,0.8414793,0.8414793,0.10172465,0.0018681005,0.0021262004,0.015767835,0.024467245,0.0125667155
296,shaking my head that beam deflection equation got me completely lost,2,fear,0.47681272,0.03199883,0.008128386,0.47681272,0.0029259247,0.05144384,0.30045778,0.12823251
297,hey this circuit analysis question is really tough,2,fear,0.34561795,0.039404396,0.024973065,0.34561795,0.020215346,0.27671218,0.08369329,0.20938385
298,right now i m struggling with that nonlinear dynamics topic,5,sadness,0.6305506,0.0058003603,0.0018121992,0.33061144,0.016938938,0.010488938,0.6305506,0.003797513
299,no that navierstokes equation is impossible,4,neutral,0.6256733,0.015793456,0.014273233,0.07661584,0.0073578,0.6256733,0.1375857,0.12270068
300,got to go i need to figure out the moment of inertia,5,sadness,0.8248152,0.0066142636,0.000679267,0.0053464943,0.036129575,0.054848507,0.8248152,0.071566686
301,wait a second check this kinematic equation for me please,4,neutral,0.91864955,0.019026024,0.007900014,0.020038703,0.0023678688,0.91864955,0.016526295,0.015491565
302,no man that stability analysis is bullshit,0,anger,0.56891334,0.56891334,0.3764649,0.0044182804,0.0018858605,0.03349447,0.010276826,0.0045463326
303,for fucks sake the fourier transform is messing me up,0,anger,0.8024854,0.8024854,0.12480679,0.0029048931,0.0030809653,0.02455938,0.03432849,0.007834099
